rent,rentsqm,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater,district_full
331.670013427734,5.09999990463257,65,3,1966,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
849.239990234375,9.98999977111816,85,3,1969,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
1012.85998535156,8.72999954223633,116,6,2001,1,1,1,Feld-Has,normal,0,1,Feldmoching-Hasenbergl
664.690002441406,9.10999965667725,73,3,1924,0,1,1,All-Umenz,normal,1,1,Allach-Untermenzing
1022.59997558594,11.3599996566772,90,3,1989,0,1,1,Th-Ob-Fo-Fu-So,top,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
640.320007324219,7.90999984741211,81,3,1972,0,0,1,Th-Ob-Fo-Fu-So,good,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
649.349975585938,11.8100004196167,55,2,1983,0,1,1,Th-Ob-Fo-Fu-So,top,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
699.460021972656,9.19999980926514,76,3,1918,0,0,1,Au-Haid,normal,0,1,Au-Haidhausen
479.459991455078,8.5600004196167,56,2,1957,0,0,0,Au-Haid,good,0,1,Au-Haidhausen
400.339996337891,9.3100004196167,43,1,1984,0,1,1,Obgies,normal,0,1,Obergiesing
1151.63000488281,10.9700002670288,105,3,1918,1,1,1,Au-Haid,good,0,1,Au-Haidhausen
593.400024414063,8.98999977111816,66,3,1966,0,1,1,Obgies,normal,0,1,Obergiesing
817.25,8.60000038146973,95,3,1918,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
584.380004882813,9.57999992370605,61,2,1960,0,1,1,SchwWest,normal,0,1,Schwabing-West
505.619995117188,8.86999988555908,57,3,1966,0,0,1,Send,normal,0,1,Sendling
621.599975585938,8.39999961853027,74,3,1984,0,1,1,Schwab-Frei,normal,0,1,Schwabing-Freimann
706.609985351563,7.3600001335144,96,3,1971,1,1,1,Trud-Rie,good,0,1,Trud-Rie
691.919982910156,7.76999998092651,89,3,1972,1,1,1,Bogenh,good,0,1,Bogenhausen
566.210021972656,8.98999977111816,63,2,1979,0,1,1,Trud-Rie,good,0,1,Trud-Rie
269.839996337891,4.34999990463257,62,2,1918,0,1,0,Lud-Isar,normal,0,0,Ludwigsvorstadt-Isarvorstadt
526.700012207031,4.01999998092651,128,5,1924,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
710.690002441406,10.4499998092651,68,2,2000,1,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
689.489990234375,8.21000003814697,84,3,1983,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
511.299987792969,10.2299995422363,50,2,1968,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
418.299987792969,5.73000001907349,73,4,1960,0,1,1,BamLaim,normal,0,1,Berg am Laim
415.320007324219,6.3899998664856,65,3,1966,0,1,1,BamLaim,normal,0,1,Berg am Laim
445.329986572266,7.80999994277954,57,2,1918,0,1,1,BamLaim,normal,0,1,Berg am Laim
359.730010986328,4.13000011444092,87,3,1924,0,1,1,Moos,normal,0,1,Moosach
890,10.2299995422363,87,3,1984,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
483.429992675781,8.94999980926514,54,2,1992,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
656.510009765625,11.1300001144409,59,2,1992,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
695,7.6399998664856,91,3,1966,0,1,1,Schwab-Frei,normal,0,1,Schwabing-Freimann
106.220001220703,3.3199999332428,32,1,1957,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
132.240005493164,3.5699999332428,37,2,1948,0,1,0,Mil-AmH,normal,0,0,Milbertshofen-Am Hart
456.440002441406,4.90999984741211,93,4,1977,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
489,6.19000005722046,79,3,1948,0,1,1,Bogenh,normal,0,1,Bogenhausen
825.47998046875,8.01000022888184,103,4,1982,1,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
831.280029296875,9.03999996185303,92,3,1966,0,1,1,Ram-Per,normal,1,1,Ramersdorf-Perlach
715.820007324219,10.2299995422363,70,3,1960,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
637.380004882813,8.39000034332275,76,3,1989,0,1,1,Bogenh,normal,0,1,Bogenhausen
813.780029296875,11.3000001907349,72,3,1992,0,1,1,Bogenh,normal,0,1,Bogenhausen
339.5,3.76999998092651,90,3,1973,1,1,1,Bogenh,good,1,1,Bogenhausen
598.22998046875,8.3100004196167,72,3,1957,0,1,1,Laim,normal,0,1,Laim
361.970001220703,5.48000001907349,66,2,1924,0,1,1,Laim,normal,0,1,Laim
693.570007324219,8.67000007629395,80,3,1966,0,1,1,Laim,normal,0,1,Laim
549.97998046875,7.6399998664856,72,3,1973,0,1,1,Laim,normal,0,1,Laim
621.789978027344,9.56999969482422,65,2,1998,0,1,1,Feld-Has,normal,1,1,Feldmoching-Hasenbergl
352.850006103516,4.96999979019165,71,3,1993,0,1,1,Feld-Has,normal,0,1,Feldmoching-Hasenbergl
969.359985351563,8.89000034332275,109,4,1983,1,1,1,Pas-Obmenz,good,0,1,Pasing-Obermenzing
298.950012207031,5.44000005722046,55,2,1997,0,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
456.940002441406,7.61999988555908,60,2,1997,1,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
292.279998779297,8.35000038146973,35,2,1966,0,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
649.820007324219,6.36999988555908,102,4,1974,1,1,1,Bogenh,normal,0,1,Bogenhausen
363.910003662109,11.3699998855591,32,1,1918,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
1166.2749328613286,14.2200002670288,123,4,1918,0,1,1,Bogenh,top,0,1,Bogenhausen
679.010009765625,8.27999973297119,82,3,1972,0,1,1,Bogenh,normal,0,1,Bogenhausen
643.640014648438,9.06999969482422,71,3,1972,0,1,1,Bogenh,normal,0,1,Bogenhausen
727.960021972656,9.10000038146973,80,3,1918,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
963.840026855469,9.01000022888184,107,4,1966,0,1,1,Bogenh,top,0,1,Bogenhausen
338.339996337891,5.21000003814697,65,3,1960,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
718.070007324219,10.2600002288818,70,2,1983,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
892.130004882813,9.39000034332275,95,3,1918,1,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
1166.2749328613286,9.65999984741211,126,4,1918,0,1,0,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
338.149993896484,8.05000019073486,42,2,1960,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
466.429992675781,9.32999992370605,50,2,1968,0,1,1,Maxvor,normal,0,1,Maxvorstadt
570.099975585938,7.21999979019165,79,4,1966,0,1,1,Had,normal,0,1,Hadern
673.469970703125,9.22999954223633,73,4,1960,0,1,1,Trud-Rie,good,0,1,Trud-Rie
562.580017089844,10.2299995422363,55,2,1974,0,1,1,Neuh-Nymp,top,0,1,Neuhausen-Nymphenburg
639.130004882813,3.84999990463257,128,6,1918,1,1,1,Neuh-Nymp,good,0,0,Neuhausen-Nymphenburg
619.940002441406,5.3899998664856,115,5,1918,0,0,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
426.730010986328,10.9399995803833,39,1,1957,1,1,1,Au-Haid,normal,0,1,Au-Haidhausen
294.820007324219,4.09000015258789,72,3,1918,0,1,0,Au-Haid,good,0,0,Au-Haidhausen
304.230010986328,5.25,58,2,1918,1,0,0,Au-Haid,good,0,1,Au-Haidhausen
587.989990234375,11.7600002288818,50,2,2000,0,1,1,Schwanth,normal,0,1,Schwanthalerhöhe
308.989990234375,4.48000001907349,69,4,1924,0,1,1,Schwanth,normal,0,1,Schwanthalerhöhe
516.5,8.32999992370605,62,2,1918,0,1,1,Schwanth,normal,0,1,Schwanthalerhöhe
998.830017089844,12.1800003051758,82,3,1993,1,1,1,Trud-Rie,good,1,1,Trud-Rie
951.369995117188,10.1199998855591,94,2,1988,1,1,1,Trud-Rie,good,0,1,Trud-Rie
679.380004882813,7.71999979019165,88,4,1968,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
505.670013427734,6.92999982833862,73,4,1966,0,0,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
292.609985351563,7.69999980926514,38,1,1969,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
536.869995117188,8.26000022888184,65,2,1969,0,0,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
613.549987792969,8.06999969482422,76,2,1972,0,0,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
546.5,7.01000022888184,78,4,1960,0,1,1,BamLaim,normal,0,1,Berg am Laim
246.479995727539,4.03999996185303,61,3,1924,0,1,0,BamLaim,normal,0,1,Berg am Laim
588,11.5299997329712,51,2,1924,0,1,1,Maxvor,good,0,1,Maxvorstadt
756.340026855469,8.5,89,4,1918,0,1,1,Obgies,normal,0,1,Obergiesing
149.619995117188,2.49000000953674,60,3,1957,0,0,0,Obgies,normal,0,0,Obergiesing
237.75,4.09999990463257,58,2,1918,0,1,0,Au-Haid,good,0,0,Au-Haidhausen
261.190002441406,11.3599996566772,23,1,1968,0,1,1,Obgies,normal,0,1,Obergiesing
476.529998779297,6.19000005722046,77,3,1968,0,0,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
379.859985351563,5.34999990463257,71,3,1970,0,1,1,All-Umenz,normal,0,1,Allach-Untermenzing
181.979995727539,3.86999988555908,47,2,1960,0,0,0,Moos,normal,0,0,Moosach
907.530029296875,9.35999965667725,97,4,1966,0,1,1,Moos,normal,0,1,Moosach
767.940002441406,7.30999994277954,105,4,1970,0,1,1,Moos,normal,0,1,Moosach
740.710021972656,10.5799999237061,70,3,1967,0,1,1,Feld-Has,normal,1,1,Feldmoching-Hasenbergl
678.929992675781,7.63000011444092,89,4,1972,0,0,1,All-Umenz,normal,0,1,Allach-Untermenzing
705.289978027344,6.40999984741211,110,4,1918,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
458.920013427734,9.18000030517578,50,2,1960,1,0,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
560.760009765625,6.76000022888184,83,2,1918,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
559.869995117188,10.3699998855591,54,2,1993,0,1,1,Bogenh,normal,0,1,Bogenhausen
690,8.96000003814697,77,2,1983,0,1,1,SchwWest,good,0,1,Schwabing-West
920.340026855469,9.48999977111816,97,4,1966,0,0,1,SchwWest,good,0,1,Schwabing-West
469.079986572266,7.1100001335144,66,3,1966,0,0,1,Had,normal,0,1,Hadern
324.670013427734,7.92000007629395,41,2,1969,0,1,1,Had,normal,0,1,Hadern
685.039978027344,7.86999988555908,87,3,1966,0,0,1,SchwWest,good,0,1,Schwabing-West
410.739990234375,4.67000007629395,88,4,1924,0,0,0,Laim,normal,0,0,Laim
608.429992675781,10.3100004196167,59,2,1992,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
383.480010986328,9.59000015258789,40,1,1984,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
505.230010986328,6.55999994277954,77,4,1974,0,1,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
586.109985351563,7.51000022888184,78,3,1989,0,1,1,Ram-Per,normal,1,1,Ramersdorf-Perlach
585.030029296875,8.35999965667725,70,2,1966,0,0,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
605.780029296875,10.4399995803833,58,2,1918,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
536.739990234375,8.13000011444092,66,3,1960,0,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
690,11.8999996185303,58,2,1985,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
423.429992675781,6.23000001907349,68,3,1982,0,1,1,Th-Ob-Fo-Fu-So,good,1,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
352.5,10.3699998855591,34,1,1970,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
387.959991455078,5.96999979019165,65,2,1966,0,0,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
428.929992675781,9.31999969482422,46,2,1966,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
277.929992675781,7.94000005722046,35,1,1966,0,1,1,Ram-Per,good,0,1,Ramersdorf-Perlach
1150.42004394531,10.460000038147,110,3,1960,0,1,1,Alt-Le,good,1,1,Altstadt-Lehel
392.980010986328,5.09999990463257,77,3,1970,0,1,1,Mil-AmH,normal,0,1,Milbertshofen-Am Hart
1038.47998046875,10.8199996948242,96,4,1985,1,1,1,Schwab-Frei,good,1,1,Schwabing-Freimann
490.850006103516,12.2700004577637,40,2,1972,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
389.769989013672,6.09000015258789,64,2,1918,0,1,1,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
618.169982910156,7.82000017166138,79,3,1918,0,1,0,Lud-Isar,good,0,1,Ludwigsvorstadt-Isarvorstadt
718.859985351563,8.77000045776367,82,3,1998,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
377.079986572266,4.90000009536743,77,3,1969,0,1,1,Obgies,normal,0,1,Obergiesing
552.210021972656,8.5,65,2,1970,0,1,1,Obgies,normal,0,1,Obergiesing
871.77001953125,11.4700002670288,76,3,1984,1,0,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
419.269989013672,7.3600001335144,57,2,1957,0,0,1,Send,normal,0,1,Sendling
383.470001220703,10.6499996185303,36,1,1998,0,1,1,Send,normal,0,1,Sendling
635.690002441406,6.84000015258789,93,3,1918,0,0,1,Send,normal,0,1,Sendling
527.760009765625,6.07000017166138,87,4,1972,0,0,1,Send-West,normal,0,1,Sendling-Westpark
647.809997558594,8.19999980926514,79,3,1985,0,1,1,Send-West,normal,0,1,Sendling-Westpark
345.720001220703,9.10000038146973,38,1,1966,0,1,1,Send-West,normal,0,1,Sendling-Westpark
680.359985351563,6.73999977111816,101,4,1972,0,1,1,Moos,normal,0,1,Moosach
517.590026855469,9.77000045776367,53,3,1966,0,1,1,Moos,normal,0,1,Moosach
414.649993896484,5.76000022888184,72,3,1969,0,1,1,Au-Lo-La,normal,0,1,Aubing-Lochhausen-Langwied
722.919982910156,8.81999969482422,82,3,2000,0,1,1,Pas-Obmenz,good,0,1,Pasing-Obermenzing
524.140014648438,9.52999973297119,55,2,1971,0,1,1,Au-Lo-La,normal,0,1,Aubing-Lochhausen-Langwied
410.970001220703,10.2700004577637,40,1,1972,0,1,1,Bogenh,normal,0,1,Bogenhausen
175.809997558594,2.88000011444092,61,2,1918,0,0,0,Laim,normal,0,1,Laim
1113.78002929688,7.96000003814697,128,5,1966,0,1,1,BamLaim,normal,0,1,Berg am Laim
314.739990234375,5.32999992370605,59,2,1948,0,0,1,BamLaim,normal,0,1,Berg am Laim
551.549987792969,9.68000030517578,57,2,1967,0,0,1,Bogenh,normal,0,1,Bogenhausen
773.690002441406,11.0500001907349,70,2,1918,0,1,1,Schwab-Frei,good,0,1,Schwabing-Freimann
487.609985351563,12.1899995803833,40,1,1966,0,1,1,SchwWest,good,0,1,Schwabing-West
762.349975585938,11.210000038147,68,3,1918,0,1,1,Maxvor,good,1,1,Maxvorstadt
486.399993896484,9.72999954223633,50,2,1960,0,1,1,SchwWest,good,0,1,Schwabing-West
400,11.7600002288818,34,1,1983,0,1,1,SchwWest,good,0,1,Schwabing-West
1119.75,10.9799995422363,102,3,1918,0,0,1,SchwWest,good,0,1,Schwabing-West
538.070007324219,10.5500001907349,51,2,1918,0,1,0,Maxvor,good,0,1,Maxvorstadt
1153.77001953125,9.60999965667725,120,4,1972,1,1,1,SchwWest,normal,0,1,Schwabing-West
300.420013427734,11.1300001144409,27,1,1972,0,0,1,Schwab-Frei,good,0,1,Schwabing-Freimann
564.010009765625,5.76000022888184,98,3,1918,0,0,1,Schwanth,normal,0,1,Schwanthalerhöhe
637.030029296875,7,91,3,1987,0,1,1,Lud-Isar,normal,0,1,Ludwigsvorstadt-Isarvorstadt
562.429992675781,8.39000034332275,67,3,1957,0,1,1,Schwab-Frei,good,0,1,Schwabing-Freimann
496.149993896484,7.63000011444092,65,2,1918,0,0,1,Maxvor,good,0,1,Maxvorstadt
261.980010986328,4.84999990463257,54,2,1957,0,0,0,Maxvor,good,0,0,Maxvorstadt
926.929992675781,10.1899995803833,91,4,1960,0,0,1,Au-Haid,normal,0,1,Au-Haidhausen
393.200012207031,5.96000003814697,66,3,1966,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
565.090026855469,6.65000009536743,85,4,1971,1,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
613.559997558594,8.28999996185303,74,3,1974,0,1,1,Had,normal,0,1,Hadern
592.960021972656,11.1899995803833,53,2,1996,0,1,1,Send-West,good,0,1,Sendling-Westpark
458.820007324219,5.65999984741211,81,3,1972,0,1,1,Send,normal,0,1,Sendling
279.350006103516,7.98000001907349,35,1,1967,0,1,1,Send-West,normal,0,1,Sendling-Westpark
800,10,80,4,1988,1,1,1,All-Umenz,normal,0,1,Allach-Untermenzing
563.960021972656,7.42000007629395,76,3,1978,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
389.769989013672,10.2600002288818,38,1,1968,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
1166.2749328613286,8.82999992370605,128,1,1973,0,1,1,Th-Ob-Fo-Fu-So,good,0,1,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln
488.549987792969,7.88000011444092,62,3,1957,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
766.950012207031,8.52000045776367,90,3,1979,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
921.22998046875,9.21000003814697,100,3,2000,1,1,1,Neuh-Nymp,normal,0,1,Neuhausen-Nymphenburg
373.25,10.6599998474121,35,1,1966,0,1,1,Neuh-Nymp,good,0,1,Neuhausen-Nymphenburg
331.869995117188,9.76000022888184,34,1,1957,0,1,1,Neuh-Nymp,top,0,1,Neuhausen-Nymphenburg
344.059997558594,11.4700002670288,30,1,1971,0,1,1,Ugies-Har,good,0,1,Untergiesing-Harlaching
529.559997558594,8.40999984741211,63,2,1957,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
617.650024414063,13.4300003051758,46,2,1957,0,1,1,Ugies-Har,normal,0,1,Untergiesing-Harlaching
239.070007324219,3.6800000667572,65,3,1918,0,1,0,Send-West,normal,0,0,Sendling-Westpark
424.709991455078,7.86999988555908,54,3,1973,0,0,1,Send-West,normal,0,1,Sendling-Westpark
377.200012207031,6.07999992370605,62,3,1960,0,1,1,Send-West,normal,0,1,Sendling-Westpark
591.440002441406,9.69999980926514,61,2,1966,0,1,1,Laim,normal,0,1,Laim
521.52001953125,11.3400001525879,46,2,1918,0,1,1,Maxvor,good,0,1,Maxvorstadt
627.659973144531,8.84000015258789,71,2,1957,0,1,1,Maxvor,good,0,1,Maxvorstadt
426.910003662109,8.53999996185303,50,2,1957,0,1,1,Maxvor,good,0,1,Maxvorstadt
695.450012207031,9.80000019073486,71,3,1966,0,1,1,Alt-Le,good,0,1,Altstadt-Lehel
184.110000610352,4,46,1,1918,0,0,1,Ram-Per,normal,0,1,Ramersdorf-Perlach
661.309997558594,7.59999990463257,87,3,1948,1,1,1,Ram-Per,good,0,1,Ramersdorf-Perlach
869.210021972656,9.44999980926514,92,3,1918,0,1,1,Au-Haid,normal,0,1,Au-Haidhausen
304.220001220703,6.07999992370605,50,2,1918,0,0,0,Au-Haid,good,0,1,Au-Haidhausen
997,9.68000030517578,103,3,1948,0,1,1,Au-Haid,good,0,1,Au-Haidhausen
458.109985351563,8.32999992370605,55,2,1971,0,1,1,Trud-Rie,normal,0,1,Trud-Rie
163.169998168945,2.91000008583069,56,2,1918,0,1,0,Pas-Obmenz,normal,0,0,Pasing-Obermenzing
640,9.40999984741211,68,3,1971,0,1,1,Pas-Obmenz,good,0,1,Pasing-Obermenzing
485.739990234375,11.3000001907349,43,2,1967,0,1,1,Schwab-Frei,good,0,1,Schwabing-Freimann
559.760009765625,6.82999992370605,82,4,1918,0,1,0,Schwab-Frei,good,0,0,Schwabing-Freimann
505.079986572266,7.76999998092651,65,2,1991,0,1,1,Pas-Obmenz,normal,0,1,Pasing-Obermenzing
