rent,rentsqm,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater
490.850006103516,12.2700004577637,40,2,1972,0,1,1,Lud-Isar,good,0,1
389.769989013672,6.09000015258789,64,2,1918,0,1,1,Lud-Isar,good,0,1
618.169982910156,7.82000017166138,79,3,1918,0,1,0,Lud-Isar,good,0,1
718.859985351563,8.77000045776367,82,3,1998,0,1,1,Lud-Isar,normal,0,1
377.079986572266,4.90000009536743,77,3,1969,0,1,1,Obgies,normal,0,1
552.210021972656,8.5,65,2,1970,0,1,1,Obgies,normal,0,1
871.77001953125,11.4700002670288,76,3,1984,1,0,1,Ram-Per,normal,0,1
419.269989013672,7.3600001335144,57,2,1957,0,0,1,Send,normal,0,1
383.470001220703,10.6499996185303,36,1,1998,0,1,1,Send,normal,0,1
635.690002441406,6.84000015258789,93,3,1918,0,0,1,Send,normal,0,1
527.760009765625,6.07000017166138,87,4,1972,0,0,1,Send-West,normal,0,1
647.809997558594,8.19999980926514,79,3,1985,0,1,1,Send-West,normal,0,1
345.720001220703,9.10000038146973,38,1,1966,0,1,1,Send-West,normal,0,1
680.359985351563,6.73999977111816,101,4,1972,0,1,1,Moos,normal,0,1
517.590026855469,9.77000045776367,53,3,1966,0,1,1,Moos,normal,0,1
414.649993896484,5.76000022888184,72,3,1969,0,1,1,Au-Lo-La,normal,0,1
722.919982910156,8.81999969482422,82,3,2000,0,1,1,Pas-Obmenz,good,0,1
524.140014648438,9.52999973297119,55,2,1971,0,1,1,Au-Lo-La,normal,0,1
410.970001220703,10.2700004577637,40,1,1972,0,1,1,Bogenh,normal,0,1
175.809997558594,2.88000011444092,61,2,1918,0,0,0,Laim,normal,0,1
1113.78002929688,7.96000003814697,140,5,1966,0,1,1,BamLaim,normal,0,1
314.739990234375,5.32999992370605,59,2,1948,0,0,1,BamLaim,normal,0,1
551.549987792969,9.68000030517578,57,2,1967,0,0,1,Bogenh,normal,0,1
773.690002441406,11.0500001907349,70,2,1918,0,1,1,Schwab-Frei,good,0,1
487.609985351563,12.1899995803833,40,1,1966,0,1,1,SchwWest,good,0,1
762.349975585938,11.210000038147,68,3,1918,0,1,1,Maxvor,good,1,1
486.399993896484,9.72999954223633,50,2,1960,0,1,1,SchwWest,good,0,1
400,11.7600002288818,34,1,1983,0,1,1,SchwWest,good,0,1
1119.75,10.9799995422363,102,3,1918,0,0,1,SchwWest,good,0,1
538.070007324219,10.5500001907349,51,2,1918,0,1,0,Maxvor,good,0,1
1153.77001953125,9.60999965667725,120,4,1972,1,1,1,SchwWest,normal,0,1
300.420013427734,11.1300001144409,27,1,1972,0,0,1,Schwab-Frei,good,0,1
564.010009765625,5.76000022888184,98,3,1918,0,0,1,Schwanth,normal,0,1
637.030029296875,7,91,3,1987,0,1,1,Lud-Isar,normal,0,1
562.429992675781,8.39000034332275,67,3,1957,0,1,1,Schwab-Frei,good,0,1
496.149993896484,7.63000011444092,65,2,1918,0,0,1,Maxvor,good,0,1
261.980010986328,4.84999990463257,54,2,1957,0,0,0,Maxvor,good,0,0
926.929992675781,10.1899995803833,91,4,1960,0,0,1,Au-Haid,normal,0,1
393.200012207031,5.96000003814697,66,3,1966,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1
565.090026855469,6.65000009536743,85,4,1971,1,1,1,Th-Ob-Fo-Fu-So,normal,0,1
613.559997558594,8.28999996185303,74,3,1974,0,1,1,Had,normal,0,1
592.960021972656,11.1899995803833,53,2,1996,0,1,1,Send-West,good,0,1
458.820007324219,5.65999984741211,81,3,1972,0,1,1,Send,normal,0,1
279.350006103516,7.98000001907349,35,1,1967,0,1,1,Send-West,normal,0,1
800,10,80,4,1988,1,1,1,All-Umenz,normal,0,1
563.960021972656,7.42000007629395,76,3,1978,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1
389.769989013672,10.2600002288818,38,1,1968,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1
1288.47998046875,8.82999992370605,146,1,1973,0,1,1,Th-Ob-Fo-Fu-So,good,0,1
488.549987792969,7.88000011444092,62,3,1957,0,1,1,Ugies-Har,normal,0,1
766.950012207031,8.52000045776367,90,3,1979,0,1,1,Ugies-Har,normal,0,1
921.22998046875,9.21000003814697,100,3,2000,1,1,1,Neuh-Nymp,normal,0,1
373.25,10.6599998474121,35,1,1966,0,1,1,Neuh-Nymp,good,0,1
331.869995117188,9.76000022888184,34,1,1957,0,1,1,Neuh-Nymp,top,0,1
344.059997558594,11.4700002670288,30,1,1971,0,1,1,Ugies-Har,good,0,1
529.559997558594,8.40999984741211,63,2,1957,0,1,1,Ugies-Har,normal,0,1
617.650024414063,13.4300003051758,46,2,1957,0,1,1,Ugies-Har,normal,0,1
239.070007324219,3.6800000667572,65,3,1918,0,1,0,Send-West,normal,0,0
424.709991455078,7.86999988555908,54,3,1973,0,0,1,Send-West,normal,0,1
377.200012207031,6.07999992370605,62,3,1960,0,1,1,Send-West,normal,0,1
591.440002441406,9.69999980926514,61,2,1966,0,1,1,Laim,normal,0,1
521.52001953125,11.3400001525879,46,2,1918,0,1,1,Maxvor,good,0,1
627.659973144531,8.84000015258789,71,2,1957,0,1,1,Maxvor,good,0,1
426.910003662109,8.53999996185303,50,2,1957,0,1,1,Maxvor,good,0,1
695.450012207031,9.80000019073486,71,3,1966,0,1,1,Alt-Le,good,0,1
184.110000610352,4,46,1,1918,0,0,1,Ram-Per,normal,0,1
661.309997558594,7.59999990463257,87,3,1948,1,1,1,Ram-Per,good,0,1
869.210021972656,9.44999980926514,92,3,1918,0,1,1,Au-Haid,normal,0,1
304.220001220703,6.07999992370605,50,2,1918,0,0,0,Au-Haid,good,0,1
997,9.68000030517578,103,3,1948,0,1,1,Au-Haid,good,0,1
458.109985351563,8.32999992370605,55,2,1971,0,1,1,Trud-Rie,normal,0,1
163.169998168945,2.91000008583069,56,2,1918,0,1,0,Pas-Obmenz,normal,0,0
640,9.40999984741211,68,3,1971,0,1,1,Pas-Obmenz,good,0,1
485.739990234375,11.3000001907349,43,2,1967,0,1,1,Schwab-Frei,good,0,1
559.760009765625,6.82999992370605,82,4,1918,0,1,0,Schwab-Frei,good,0,0
505.079986572266,7.76999998092651,65,2,1991,0,1,1,Pas-Obmenz,normal,0,1
603.340026855469,9.27999973297119,65,3,1970,0,1,1,Pas-Obmenz,normal,1,1
673.869995117188,8.97999954223633,75,3,1981,0,1,1,Pas-Obmenz,normal,0,1
594.400024414063,5.65999984741211,105,5,1970,1,1,1,Send-West,normal,0,1
554.72998046875,7.30000019073486,76,4,1975,0,1,1,Send-West,good,0,1
768.150024414063,8.4399995803833,91,4,1981,0,1,1,Laim,normal,1,1
664.690002441406,15.8299999237061,42,2,1957,0,1,1,Neuh-Nymp,good,0,1
764.5,9.5600004196167,80,4,2000,1,1,1,Th-Ob-Fo-Fu-So,normal,0,1
257.299987792969,4.94999980926514,52,2,1987,0,1,1,Schwanth,normal,0,1
1022.59997558594,12.7799997329712,80,3,1918,0,1,1,Lud-Isar,good,0,1
1195.52001953125,8.85999965667725,135,5,1995,0,1,1,Lud-Isar,good,0,1
890.590026855469,10.8599996566772,82,3,1918,0,1,1,Lud-Isar,good,0,1
327.230010986328,9.61999988555908,34,1,1918,0,1,1,Lud-Isar,normal,0,1
392.049987792969,12.25,32,1,1966,0,1,1,Lud-Isar,good,0,1
544.929992675781,8.78999996185303,62,2,1974,0,1,1,Mil-AmH,normal,1,1
583.75,5.17000007629395,113,4,1918,0,1,1,Schwab-Frei,good,0,1
501.079986572266,6.8600001335144,73,3,1957,0,0,1,Send,good,0,1
676.330017089844,7.76999998092651,87,3,1993,0,1,1,Ram-Per,normal,0,1
658.419982910156,7.75,85,4,1960,0,1,1,Send,normal,0,1
747.219970703125,10.2399997711182,73,4,1998,0,1,1,Send,normal,1,1
450.970001220703,13.6700000762939,33,1,1973,0,1,1,Send-West,normal,0,1
848.760009765625,9.43000030517578,90,4,1918,0,1,1,SchwWest,good,0,1
203.75,4.73999977111816,43,2,1957,0,1,0,Schwab-Frei,good,0,1
1094.18005371094,12.1599998474121,90,3,1990,0,1,1,Schwab-Frei,normal,0,1
521.52001953125,7.90000009536743,66,3,1969,1,1,1,Laim,normal,0,1
592.840026855469,11.8599996566772,50,2,1985,0,1,1,Mil-AmH,normal,0,1
271.109985351563,5.53000020980835,49,3,1960,0,1,1,Mil-AmH,normal,0,1
855.030029296875,11.710000038147,73,3,1972,1,1,1,SchwWest,good,0,1
272.959991455078,4.1399998664856,66,3,1966,0,0,1,Mil-AmH,normal,0,1
602.690002441406,8.85999965667725,68,3,1980,0,1,1,SchwWest,normal,0,1
700.469970703125,10.0100002288818,70,2,1998,0,1,1,Laim,good,0,1
486.059997558594,5.8600001335144,83,4,1966,0,1,1,Bogenh,normal,0,1
777.190002441406,8.18000030517578,95,3,1966,0,1,1,Bogenh,normal,1,1
603.330017089844,8.61999988555908,70,3,1967,0,1,1,Bogenh,normal,0,1
448.420013427734,6.05999994277954,74,3,1995,0,1,1,Ram-Per,normal,0,1
509.279998779297,7.07000017166138,72,3,1973,0,1,1,Ram-Per,normal,0,1
789.960021972656,10.6800003051758,74,2,1983,1,1,1,Ram-Per,good,0,1
390.260009765625,6.5,60,2,1988,0,1,1,Ram-Per,normal,0,1
956.130004882813,9.10999965667725,105,4,1966,0,1,1,Ugies-Har,normal,0,1
769.760009765625,12.2200002670288,63,3,1966,0,1,1,Mil-AmH,normal,0,1
753.289978027344,10.9200000762939,69,3,1983,0,1,1,Maxvor,good,0,1
664.690002441406,8.52000045776367,78,3,1972,0,1,1,Maxvor,good,0,1
923.669982910156,11,84,3,1918,0,1,1,Maxvor,good,0,1
556.890014648438,6.78999996185303,82,3,1957,0,1,1,Maxvor,good,0,1
1236.38000488281,9.89000034332275,125,5,1918,0,1,1,Au-Haid,good,0,1
284.920013427734,4.67000007629395,61,2,1924,0,1,1,Au-Haid,normal,0,1
974.840026855469,9.10999965667725,107,3,1918,0,1,1,Au-Haid,good,0,1
506.179992675781,9.19999980926514,55,2,1960,0,1,1,Au-Haid,good,0,1
882.239990234375,8.90999984741211,99,3,1983,0,1,1,Au-Haid,good,0,1
461.809997558594,5.13000011444092,90,4,1948,1,1,0,Feld-Has,normal,0,0
516.77001953125,4.53000020980835,114,5,1969,0,0,1,Moos,normal,0,1
572.659973144531,11.6899995803833,49,2,1966,0,1,1,Moos,normal,0,1
654.969970703125,8.85000038146973,74,3,1987,0,1,1,Moos,normal,0,1
594.539978027344,10.0799999237061,59,2,2000,0,1,1,Feld-Has,normal,1,1
425.359985351563,9.25,46,2,1972,0,1,1,Moos,normal,0,1
505.380004882813,9.35999965667725,54,2,1918,0,1,0,Neuh-Nymp,good,0,1
653.440002441406,10.210000038147,64,2,1918,0,1,1,Neuh-Nymp,good,0,1
814.559997558594,10.1800003051758,80,2,1918,1,0,0,Neuh-Nymp,good,0,1
282.769989013672,5.34000015258789,53,2,1918,0,1,1,Neuh-Nymp,good,0,1
471.660003662109,7.6100001335144,62,3,1960,0,1,1,Obgies,normal,0,1
511.440002441406,7.01000022888184,73,3,1989,0,1,1,Obgies,normal,0,1
593.109985351563,8.60000038146973,69,3,1957,0,1,1,Obgies,normal,0,1
378.369995117188,7.42000007629395,51,2,1948,0,1,1,Obgies,normal,0,1
1073.72998046875,10.7399997711182,100,5,1977,0,1,1,Obgies,normal,0,1
283.899993896484,11.3599996566772,25,1,1948,0,1,1,SchwWest,good,0,1
710.940002441406,9.10999965667725,78,3,1972,0,1,1,Mil-AmH,normal,0,1
408.890014648438,8.69999980926514,47,1,1983,0,1,1,SchwWest,normal,0,1
864.099975585938,10.0500001907349,86,3,1966,0,1,1,Au-Lo-La,normal,0,1
363.350006103516,11.0100002288818,33,1,1970,0,1,1,Pas-Obmenz,normal,0,1
619.690002441406,5.15999984741211,120,4,1918,0,0,1,Pas-Obmenz,normal,0,1
862.570007324219,7.84000015258789,110,5,1918,1,1,1,Pas-Obmenz,normal,0,1
499.230010986328,6.65999984741211,75,3,1969,0,1,1,Th-Ob-Fo-Fu-So,normal,0,1
938.609985351563,11.4499998092651,82,3,1967,1,1,1,Th-Ob-Fo-Fu-So,top,1,1
611.960021972656,11.1300001144409,55,2,1972,0,1,1,Lud-Isar,normal,0,1
826.909973144531,8.27000045776367,100,3,1918,0,0,1,Schwanth,normal,0,1
442.899993896484,7.38000011444092,60,2,1966,0,1,1,Moos,normal,0,1
877,11.3900003433228,77,3,1971,0,0,1,Neuh-Nymp,good,0,1
